client_id,PD
0,0.11955048541244018
1,0.9973346823889682
2,0.10665119522080792
3,0.11392015707753045
4,0.17899330106160402
5,0.22807409798908482
6,0.17376193526132286
7,0.426641923790641
8,0.8717816807976008
9,0.949504490072473
10,0.21276970315393107
11,0.6900806260796407
12,0.7552233446663648
13,0.5580831275209387
14,0.34780574467143155
15,0.33070066469093923
16,0.3746331448072211
17,0.10053825011706041
18,0.14923473400689904
19,0.04099422628957281
20,0.18271825950340548
21,0.10390839380051103
22,0.7346977722525033
23,0.5016242993911244
24,0.0968150670990525
25,0.6049989263770776
26,0.22415139372384207
27,0.8315086328519197
28,0.09180036278967395
29,0.021244682528245212
30,0.4879871709067178
31,0.8373869728243424
32,0.010015846558883079
33,0.25273494107258593
34,0.6266619520622173
35,0.9758372418139055
36,0.20517182745528417
37,0.09910707855410403
38,0.5205444632438508
39,0.8719628049300837
40,0.040118992323169754
41,0.11012345116759244
42,0.9255495452086544
43,0.9775863844314985
44,0.26401690343237716
45,0.33949473095956906
46,0.7596279721010576
47,0.19674239079897413
48,0.23705913693501351
49,0.9303896005461707
50,0.706538623607321
51,0.03862824169075155
52,0.1410472737264148
53,0.2165832704207834
54,0.6325443454765439
55,0.6619899327232209
56,0.25403044666086094
57,0.4039861261796951
58,0.9256544459427074
59,0.09482764882265962
60,0.09834583881141416
61,0.9578463252010417
62,0.826393433124248
63,0.8359729234977189
64,0.6026441741905804
65,0.01848513311449087
66,0.9869434394061976
67,0.8765156199950287
68,0.9954502934040079
69,0.5584769843475575
70,0.9989727667376765
71,0.4819202098548953
72,0.7034853753563315
73,0.9222200774321438
74,0.16113325932100223
75,0.008632404153291348
76,0.8966631103917752
77,0.0389033000249174
78,0.9902079602772182
79,0.7485161260306259
80,0.2503971543258295
81,0.49418815823634193
82,0.49850129584545694
83,0.9259705592253452
84,0.9874627976836349
85,0.5398331196566253
86,0.6105499088100798
87,0.6013561835679623
88,0.3820974272228082
89,0.9692880325370068
90,0.07942229112549971
91,0.6222553741316268
92,0.6401431541406741
93,0.715066832033887
94,0.9342617977005501
95,0.531762432731716
96,0.1293280339450679
97,0.7835575945683113
98,0.1740554239619342
99,0.9891571625127398
100,0.5853646192208937
101,0.4060563590235496
102,0.04714737506134133
103,0.9604829113698568
104,0.9078448329356666
105,0.5995701989066393
106,0.7637312505032721
107,0.9790084226465362
108,0.9538816877945802
109,0.23196178733393386
110,0.6525249702880249
111,0.09439434703072248
112,0.9465700464372432
113,0.24309954431123232
114,0.9585919176170395
115,0.3611169136868705
116,0.8694735171209812
117,0.851234131644287
118,0.6485859603671653
119,0.23578183161360397
120,0.07015256352524445
121,0.5286523841749194
122,0.30115365714326425
123,0.13069871391680227
124,0.8115219709397634
125,0.7837276080096532
126,0.8545058328977905
127,0.5488480230517498
128,0.015421081126518098
129,0.730567843139269
130,0.18077054752699495
131,0.02542706143381774
132,0.45974522858262856
133,0.23574623877055823
134,0.13779816371580897
135,0.8906006300979905
136,0.5590225459805458
137,0.06403136304175633
138,0.15114454268052135
139,0.3507635449840535
140,0.980589998384703
141,0.16818742111716417
142,0.7874225341975952
143,0.6782145996007652
144,0.7242895038297151
145,0.026284961523265114
146,0.02255931340454074
147,0.23477835311125592
148,0.0893079199655842
149,0.9152119291054146
150,0.3777218185721064
151,0.1620412672374066
152,0.09130436340955479
153,0.08423818673940357
154,0.9088597742341772
155,0.753974861020241
156,0.20313952638183644
157,0.9163496956660312
158,0.8754276318644204
159,0.14139655380662047
160,0.7870931435672051
161,0.11295058632059421
162,0.4525332184611398
163,0.11050753171850743
164,0.7778917035812909
165,0.5324067684502406
166,0.8594483014946044
167,0.19482597011389322
168,0.9308722926143416
169,0.02901054608249705
170,0.17181070393516107
171,0.0453401003000075
172,0.7907717764434982
173,0.6037417828477137
174,0.7939199450089933
175,0.35538294264689846
176,0.23627092395107382
177,0.5111923853967001
178,0.9987700449366059
179,0.03799680619880337
180,0.02722558084164988
181,0.6341949645246978
182,0.6289567800856614
183,0.48623569968616365
184,0.5708869788255893
185,0.9270573707320603
186,0.9382600291674863
187,0.08017996080982968
188,0.6096198266479304
189,0.040685205475509835
190,0.9263038930782892
191,0.5478136739022837
192,0.7806618558043131
193,0.7343901641599742
194,0.9820845298885373
195,0.6413301668861466
196,0.5236695374710032
197,0.752486320282345
198,0.803585453060988
199,0.3538961410237137
200,0.060510852959600556
201,0.02033058633954283
202,0.8439629731305791
203,0.05649524416887526
204,0.44253645978284584
205,0.9943709331787222
206,0.6508679109415608
207,0.419852601616136
208,0.11023591119695295
209,0.017224905433493462
210,0.9777364697812523
211,0.4506575927192511
212,0.8703179669607876
213,0.9146853105362603
214,0.09267240676408924
215,0.9006943524762444
216,0.6409004138864149
217,0.9810461779725097
218,0.745946112818755
219,0.12826853666466534
220,0.5214582913892801
221,0.1361986906397448
222,0.16238935298503868
223,0.15326736378508493
224,0.3695986957539647
225,0.03422869465176331
226,0.9681622652761392
227,0.3082217460877176
228,0.24451931827480677
229,0.9593444171095347
230,0.6383012259874411
231,0.9210310617914164
232,0.9481817060189962
233,0.8162269699674337
234,0.43731464259760056
235,0.9623745885963969
236,0.9060357928343147
237,0.28899649970546676
238,0.9665584334350138
239,0.27147324628312836
240,0.7890649279649455
241,0.03858891967837592
242,0.48154908023777376
243,0.6803410543624251
244,0.1750170386758514
245,0.23319622012480137
246,0.09555185734427468
247,0.8968302865428212
248,0.9876092705249797
249,0.4257695579122684
250,0.351495657102541
251,0.5960287902501304
252,0.861116137176626
253,0.5842491582757173
254,0.08051511708346998
255,0.08905661216378899
256,0.8162145881097743
257,0.9640600554975016
258,0.2625505098176081
259,0.533362489856159
260,0.6310832686359409
261,0.5981809673805658
262,0.9379808359540067
263,0.9003886324292596
264,0.34612641596697585
265,0.9836938120860765
266,0.06216629239530651
267,0.0538353985041358
268,0.26548122929439116
269,0.7996732257785861
270,0.940104670042279
271,0.6875395603794031
272,0.9008582388990682
273,0.0873583070954514
274,0.08654713449535309
275,0.9459146695305484
276,0.1056015152182183
277,0.3120067587762942
278,0.9830469601458569
279,0.16139840326070426
280,0.17924727825338932
281,0.6563910929035822
282,0.30743872060449023
283,0.7762959406876541
284,0.14286013620552282
285,0.253425618511065
286,0.6749957426645401
287,0.23955728981843388
288,0.999212266117804
289,0.9532630443249929
290,0.3281065524051358
291,0.5889383769636922
292,0.9393189850891811
293,0.3373780182740915
294,0.7392658132962152
295,0.5806900015873376
296,0.6592907299157874
297,0.03221185042153616
298,0.02721299615927244
299,0.5052142986802552
300,0.040711679532127204
301,0.34471844869539775
302,0.5684311317096654
303,0.04224994001995568
304,0.11828526150417973
305,0.03637268952139461
306,0.24081346455911495
307,0.060541878498066644
308,0.8758867801897868
309,0.04198307238980134
310,0.2825402978546709
311,0.727328066982973
312,0.9830124067673832
313,0.4443393699304025
314,0.10543670193782763
315,0.7608287404787827
316,0.7701473364944728
317,0.965835327672248
318,0.09957052810875834
319,0.9628821593999594
320,0.07270378158556821
321,0.7066635685228294
322,0.5502159023495149
323,0.7732739641260201
324,0.7327993994979262
325,0.022544906223788203
326,0.994588555626284
327,0.06043038533541231
328,0.7358078748871438
329,0.8293161602719311
330,0.7834673604836484
331,0.15466230439834058
332,0.6307253203750419
333,0.23584664037319886
334,0.6551626144007588
335,0.09449713471467533
336,0.9971924067561179
337,0.9577187474213963
338,0.29292112044605156
339,0.27390979608934196
340,0.8941456761391537
341,0.130606033648452
342,0.8132752571432855
343,0.8518909443305095
344,0.11805241150310469
345,0.6285342704929185
346,0.13479526141286155
347,0.47062145114047615
348,0.37138362703280875
349,0.2053588495431283
350,0.3926234144874564
351,0.2037855008081423
352,0.08868631164910155
353,0.9237795404680565
354,0.2537388703525743
355,0.1805416917500035
356,0.023566820745605583
357,0.8192056281176048
358,0.7994611168426337
359,0.9821270634041145
360,0.9382878290785669
361,0.7173835949333581
362,0.6182926374886254
363,0.9931994301606961
364,0.18424006861010425
365,0.013861962699530527
366,0.5129783629258079
367,0.30808164457023274
368,0.09192091799928655
369,0.9387132613277872
370,0.3361395123267542
371,0.3410039341933368
372,0.08780704369757965
373,0.7982553058532226
374,0.5966924896008661
375,0.9972767417029633
376,0.14086923491192685
377,0.8463071384608115
378,0.2064975868922178
379,0.7560788904960699
380,0.5373963339119386
381,0.16432965463175322
382,0.926893766533294
383,0.7057430922855792
384,0.2534404303562916
385,0.026696011610682517
386,0.18217097653387276
387,0.6789775112174005
388,0.12405367347583385
389,0.6789836344235107
390,0.08032634076627579
391,0.16905242220460195
392,0.020033475120245097
393,0.37653789047676506
394,0.39772457520355653
395,0.10964342603432432
396,0.8533256734061222
397,0.9288278746235856
398,0.3022175607015984
399,0.3355402402155772
400,0.8108126500890623
401,0.18166052284404013
402,0.27427658536247895
403,0.03359598689749458
404,0.6038582327659101
405,0.9663071201662049
406,0.3742071311492188
407,0.9123521228293169
408,0.037926315154727316
409,0.8468821583297916
410,0.05478688704386341
411,0.9939792066467142
412,0.16679817021843638
413,0.47389630268492206
414,0.7816486169988761
415,0.08597367101270437
416,0.43177149877338855
417,0.9463076574576393
418,0.6656925337682336
419,0.16753114795822072
420,0.8096731154897537
421,0.0687572559222245
422,0.032449962190252875
423,0.15134648800548942
424,0.9303852509410608
425,0.21998543810941393
426,0.9085010601200643
427,0.3503561824939458
428,0.5352549707879861
429,0.8719345442268107
430,0.09875538434338241
431,0.7462703100525325
432,0.9972920759330783
433,0.12738157114516135
434,0.03205351548509644
435,0.3535364930246418
436,0.974450529109004
437,0.8423128644550418
438,0.5224155166394316
439,0.05813184185483207
440,0.26510484033174614
441,0.6254757253143469
442,0.012116244503711392
443,0.4343324011459778
444,0.9288576045865168
445,0.24162935665045224
446,0.3970914401652493
447,0.1306175593257495
448,0.1744071217145024
